player_one,score_player_one,player_two,score_player_two,winner,template,player_one_hero,player_two_hero,bidding_amount,ending_day,created_at,turns_played,player_one_town,player_one_colour,player_two_town,player_two_colour,template_type
Klusek,0,Brodazy,1,Brodazy,6lm10a/tp,tyraxor,alamar,2600,136,2021-06-17 05:05:56,20.0,stronghold,red,dungeon,blue,XL+U
CONOP,1,Nrets,0,CONOP,Nostalgia/TP,solmyr,valeska,2500,122,2021-06-17 05:15:03,9.0,tower,red,castle,blue,XL+U
Tur3k,1,Banita,0,Tur3k,Nostalgia/TP,valeska,aine,-2500,134,2021-06-17 05:18:20,18.0,castle,red,tower,blue,XL+U
MikiWaikiki,1,miesoarmatniee,0,MikiWaikiki,h3dm1/3,monere,brissa,-1000,127,2021-06-17 10:41:28,14.0,conflux,red,conflux,blue,Mirror
Jordan27,1,Banan10,0,Jordan27,h3dm1/3,jenova,coronius,800,123,2021-06-17 17:34:44,10.0,rampart,red,rampart,blue,Mirror
KesZu,0,Szopa666,1,Szopa666,6lm10a/tp,wystan,tyraxor,-500,131,2021-06-17 17:45:34,15.0,fortress,red,stronghold,blue,XL+U
Kiniok,0,Kicaj_666,1,Kicaj_666,6lm10a/tp,anabel,aine,500,117,2021-06-17 18:16:12,7.0,cove,red,tower,blue,XL+U
CONOP,0,szhzs,1,szhzs,h3dm1/3,leena,illor,1000,135,2021-06-18 07:54:40,19.0,cove,red,cove,blue,Mirror
W4rchi,0,Niechcic,1,Niechcic,Nostalgia/TP,alamar,calh,-2300,127,2021-06-18 14:59:08,14.0,dungeon,red,inferno,blue,XL+U
Dawidu_91,0,Tyranuxus,1,Tyranuxus,mt_Firewalk,nymus,xyron,6600,124,2021-06-19 09:48:57,11.0,inferno,red,inferno,blue,Mirror
Abozykk,0,January,1,January,Nostalgia/TP,ivor,calh,-2300,114,2021-06-19 10:03:19,4.0,rampart,red,inferno,blue,XL+U
Golomor,1,Starget,0,Golomor,6lm10a/tp,solmyr,luna,3900,125,2021-06-19 10:59:08,12.0,tower,red,conflux,blue,XL+U
beltalowda,1,crag.hack,0,beltalowda,h3dm1/3,lord haart,beatrice,600,126,2021-06-19 11:02:15,13.0,castle,red,castle,blue,Mirror
Maester,1,berkas,0,Maester,Nostalgia/TP,calh,anabel,800,133,2021-06-19 11:20:11,17.0,inferno,red,cove,blue,XL+U
yke,0,Deextereek,1,Deextereek,h3dm1/3,crag hack,gundula,1500,124,2021-06-19 11:24:08,11.0,stronghold,red,stronghold,blue,Mirror
Ardian,1,Maester,0,Ardian,mt_Firewalk,nymus,calid,4000,131,2021-06-19 11:26:09,15.0,inferno,red,inferno,blue,Mirror
kris116,0,Mroq,1,Mroq,h3dm1/3,septienna,thant,-1200,125,2021-06-19 11:31:53,12.0,necropolis,red,necropolis,blue,Mirror
rpgowiecPL,0,Przemo_oo3,1,Przemo_oo3,6lm10a/tp,ivor,calh,-2600,136,2021-06-19 11:35:30,20.0,rampart,red,inferno,blue,XL+U
Jajko,0,Roberto,1,Roberto,h3dm1/3,illor,eovacius,-700,134,2021-06-19 12:17:44,18.0,cove,red,cove,blue,Mirror
bzzzz,0,Bidoneczek,1,Bidoneczek,mt_MP,aine,rissa,1400,137,2021-06-19 14:21:46,21.0,tower,red,tower,blue,Mirror
Noob=ever,0,AksOlek,1,AksOlek,6lm10a/tp,ivor,wystan,-2000,144,2021-06-19 14:24:03,25.0,rampart,red,fortress,blue,XL+U
AksOlek,1,Trakris,0,AksOlek,6lm10a/tp,solmyr,wystan,2300,143,2021-06-19 14:25:55,24.0,tower,red,fortress,blue,XL+U
adam1223,0,Trailblazer,1,Trailblazer,Nostalgia/TP,wystan,shakti,-2900,114,2021-06-19 14:28:56,4.0,fortress,red,dungeon,blue,XL+U
BartMc,0,fitzroy,1,fitzroy,h3dm1/3,bron,mirlanda,-1400,133,2021-06-19 14:33:23,17.0,fortress,red,fortress,blue,Mirror
Rambixxx,1,Karczums,0,Rambixxx,Nostalgia/TP,anabel,calh,-3300,132,2021-06-20 05:25:04,16.0,cove,red,inferno,blue,XL+U
Nicolaz,0,KrystianTyraxor,1,KrystianTyraxor,h3dm1/3,andra,alkin,-800,124,2021-06-20 05:29:32,11.0,fortress,red,fortress,blue,Mirror
Szopa666,1,Kexibq2134,0,Szopa666,6lm10a/tp,aine,ivor,1700,135,2021-06-20 05:44:34,19.0,tower,red,rampart,blue,XL+U
Szopa666,1,Kexibq2134,0,Szopa666,Nostalgia/TP,tyraxor,ivor,2800,124,2021-06-20 05:44:34,11.0,stronghold,red,rampart,blue,XL+U
Jon_Snow_,1,Drachenfels,0,Jon_Snow_,6lm10a/tp,alamar,solmyr,1200,217,2021-06-20 15:26:44,35.0,dungeon,red,tower,blue,XL+U
GALAXER00,0,rybson1,1,rybson1,6lm10a/tp,luna,ivor,-900,122,2021-06-20 15:33:17,9.0,conflux,red,rampart,blue,XL+U
dankinPL,1,Minos3212,0,dankinPL,h3dm1/3,crag hack,jabarkas,800,113,2021-06-21 11:11:26,3.0,stronghold,red,stronghold,blue,Mirror
ARRSi,0,dankinPL,1,dankinPL,6lm10a/tp,luna,aine,-1100,145,2021-06-21 11:16:35,26.0,conflux,red,tower,blue,XL+U
Roberto,1,ARRSi,0,Roberto,h3dm1/3,shiva,crag hack,800,135,2021-06-21 11:22:46,19.0,stronghold,red,stronghold,blue,Mirror
mikii,1,Rzaku,0,mikii,6lm10a/tp,aine,calh,-4100,143,2021-06-21 11:41:16,24.0,tower,red,inferno,blue,XL+U
Synestesiac,1,_Punisher_,0,Synestesiac,mt_Firewalk,crag hack,gundula,5000,127,2021-06-21 12:17:56,14.0,stronghold,red,stronghold,blue,Mirror
Korczi,1,Synestesiac,0,Korczi,mt_Firewalk,mutare drake,damacon,5000,131,2021-06-21 12:21:13,15.0,dungeon,red,dungeon,blue,Mirror
Plandoo,0,Chleb,1,Chleb,6lm10a/tp,wystan,shakti,-2000,127,2021-06-21 12:28:15,14.0,fortress,red,dungeon,blue,XL+U
Kadziel,0,Darcade,1,Darcade,Nostalgia/TP,luna,tyraxor,-3400,127,2021-06-21 12:31:55,14.0,conflux,red,stronghold,blue,XL+U
Hektor_96,0,Mattowy,1,Mattowy,mt_Firewalk,septienna,nagash,-6500,127,2021-06-21 12:39:25,14.0,necropolis,red,necropolis,blue,Mirror
Voideck,1,Plandoo,0,Voideck,mt_Firewalk,illor,eovacius,-6900,121,2021-06-21 12:43:26,8.0,cove,red,cove,blue,Mirror
Bejker,1,Narmalcil,0,Bejker,6lm10a/tp,tyraxor,solmyr,4300,137,2021-06-21 12:46:11,21.0,stronghold,red,tower,blue,XL+U
Chleb,0,Bejker,1,Bejker,6lm10a/tp,wystan,aine,3300,135,2021-06-21 12:51:05,19.0,fortress,red,tower,blue,XL+U
Narmalcil,1,Mqnabz7,0,Narmalcil,6lm10a/tp,anabel,wystan,-2300,217,2021-06-21 12:53:29,35.0,cove,red,fortress,blue,XL+U
Mqnabz7,0,Chleb,1,Chleb,h3dm1/3,jeremy,leena,800,132,2021-06-21 13:08:43,16.0,cove,blue,cove,red,Mirror
tuti_fruti23,1,heluuuu,0,tuti_fruti23,h3dm1/3,octavia,xyron,800,131,2021-06-21 15:37:06,15.0,inferno,red,inferno,blue,Mirror
#Lysy,0,tuti_fruti23,1,tuti_fruti23,mt_Andromeda,cyra,aine,-700,126,2021-06-21 15:38:30,13.0,tower,red,tower,blue,Mirror
Maralf,0,Toki96,1,Toki96,6lm10a/tp,valeska,shakti,-2800,137,2021-06-21 15:42:15,21.0,castle,red,dungeon,blue,XL+U
Tagliafico,1,Dacul CB,0,Tagliafico,h3dm1/3,elleshar,jenova,-900,127,2021-06-21 15:45:45,14.0,rampart,red,rampart,blue,Mirror
Venefiz,1,Bajer89,0,Venefiz,6lm10a/tp,grindan,calh,-5100,131,2021-06-21 20:41:00,15.0,conflux,red,inferno,blue,XL+U
Venefiz,1,Bajer89,0,Venefiz,h3dm1/3,gundula,crag hack,1000,127,2021-06-21 20:41:00,14.0,stronghold,red,stronghold,blue,Mirror
Zwyrolek,0,DziowaniDziadzia,1,DziowaniDziadzia,mt_Firewalk,jabarkas,terek,5000,115,2021-06-22 07:43:20,5.0,stronghold,red,stronghold,blue,Mirror
Tsar Konrad,0,Lord Davy,1,Lord Davy,mt_MP,dace,damacon,-2300,123,2021-06-22 08:52:45,10.0,dungeon,red,dungeon,blue,Mirror
Rybas,0,Rotede,1,Rotede,h3dm1/3,coronius,jenova,-700,123,2021-06-22 08:55:16,10.0,rampart,red,rampart,blue,Mirror
Jan Pegasus 2,0,Aproh,0,Remis,mt_Firewalk,damacon,geon,5300,133,2021-06-22 08:57:24,17.0,dungeon,red,dungeon,blue,Mirror
Jan Pegasus 2,0,Bajer89,1,Bajer89,h3dm1/3,gelare,aenain,1000,146,2021-06-22 09:00:52,27.0,conflux,red,conflux,blue,Mirror
Aproh,1,Rybas,0,Aproh,h3dm1/3,damacon,sephinroth,800,125,2021-06-22 09:03:03,12.0,dungeon,red,dungeon,blue,Mirror
Aproh,0,OddajMake,1,OddajMake,mt_MP,octavia,xyron,800,116,2021-06-22 09:05:24,6.0,inferno,red,inferno,blue,Mirror
Kicaj_666,1,Jordan27,0,Kicaj_666,Nostalgia/TP,aine,drakon,-500,122,2021-06-22 09:26:52,9.0,tower,red,fortress,blue,XL+U
materaldo,0,CzileraInzyniera,1,CzileraInzyniera,6lm10a/tp,ivor,aine,-3600,141,2021-06-22 09:29:37,22.0,rampart,red,tower,blue,XL+U
Tyranuxus,0,Venefiz,1,Venefiz,mt_Firewalk,coronius,aeris,-6500,125,2021-06-22 14:44:38,12.0,rampart,red,rampart,blue,Mirror
Ronoroa,1,Krisis,0,Ronoroa,Nostalgia/TP,aine,ivor,1300,115,2021-06-23 05:49:44,5.0,tower,red,rampart,blue,XL+U
Santi_Nazarini,0,Herosolo,1,Herosolo,h3dm1/3,jenova,mephala,900,121,2021-06-25 06:57:04,8.0,rampart,red,rampart,blue,Mirror
-MSF-,1,Zwyrolek,0,-MSF-,mt_Andromeda,isra,vidomina,2800,122,2021-06-25 07:02:14,9.0,necropolis,red,necropolis,blue,Mirror
Antyintel,0,Terror Antiquus,1,Terror Antiquus,Nostalgia/TP,tyraxor,calh,3700,117,2021-06-25 07:04:46,7.0,stronghold,red,inferno,blue,XL+U
Banan10,0,Zandarz,1,Zandarz,mt_Firewalk,axsis,xyron,-5500,117,2021-06-26 15:28:36,7.0,inferno,red,inferno,blue,Mirror
Bajer89,1,Rybas,0,Bajer89,6lm10a/tp,aine,calh,-500,117,2021-06-26 21:12:09,7.0,tower,red,inferno,blue,XL+U
Bajer89,1,Rotede,0,Bajer89,6lm10a/tp,shakti,aine,-500,137,2021-06-26 21:15:53,21.0,dungeon,red,tower,blue,XL+U
Rexim,0,sebastos,1,sebastos,h3dm1/3,dace,damacon,-900,134,2021-06-28 06:56:11,18.0,dungeon,red,dungeon,blue,Mirror
Vertr0X,0,Szimi93pl,1,Szimi93pl,6lm10a/tp,thant,luna,-900,132,2021-06-28 09:32:18,16.0,necropolis,red,conflux,blue,XL+U
_Punisher_,0,mitsurugi321,1,mitsurugi321,6lm10a/tp,aine,tyraxor,-1900,124,2021-06-28 13:34:42,11.0,tower,red,stronghold,blue,XL+U
siofo,0,Odelle,1,Odelle,h3dm1/3,gelare,aenain,-800,135,2021-06-28 13:36:55,19.0,conflux,red,conflux,blue,Mirror
Yarzapp,0,Maralf,1,Maralf,mt_Andromeda,drakon,wystan,-1000,125,2021-06-29 16:04:52,12.0,fortress,red,fortress,blue,Mirror
Krzynsztof,1,// Jagienka //,0,Krzynsztof,Nostalgia/TP,aine,thant,2800,143,2021-06-29 16:07:30,24.0,tower,red,necropolis,blue,XL+U
TselNabis,1,Xanimi,0,TselNabis,6lm10a/tp,tyraxor,luna,3700,116,2021-06-29 16:09:37,6.0,stronghold,red,conflux,blue,XL+U
SzarikPies,0,Flisiu,1,Flisiu,6lm10a/tp,shakti,aine,-900,146,2021-06-29 16:11:53,27.0,dungeon,red,tower,blue,XL+U
Arytmetyczny,1,Gumis,0,Arytmetyczny,mt_Andromeda,daremyth,aine,-500,125,2021-06-29 19:26:25,12.0,tower,red,tower,blue,Mirror
Lanthan,0,Suonic,1,Suonic,Nostalgia/TP,tyraxor,anabel,2500,114,2021-06-30 05:37:02,4.0,stronghold,red,cove,blue,XL+U
smok_,1,miodzislaw,0,smok_,mt_Firewalk,caitlin,adelaide,-4000,132,2021-06-30 05:50:15,16.0,castle,red,castle,blue,Mirror
miodzislaw,0,BielikBazuka,1,BielikBazuka,mt_Andromeda,mirlanda,andra,-1200,131,2021-06-30 05:57:03,15.0,fortress,red,fortress,blue,Mirror
MM14,0,Zenon_Smerf,1,Zenon_Smerf,mt_Andromeda,adela,cuthbert,-1000,117,2021-06-30 05:59:21,7.0,castle,red,castle,blue,Mirror
// Jagienka //,0,Yarzapp,1,Yarzapp,h3dm1/3,giselle,elleshar,-900,122,2021-06-30 07:42:37,9.0,rampart,red,rampart,blue,Mirror
Piekielny_Aniol,0,Abrasus,1,Abrasus,Nostalgia/TP,valeska,thant,3500,114,2021-06-30 08:51:42,4.0,castle,red,necropolis,blue,XL+U
CzileraInzyniera,1,mikii,0,CzileraInzyniera,6lm10a/tp,tyraxor,luna,5000,114,2021-06-30 08:53:58,4.0,stronghold,red,conflux,blue,XL+U
Szopa666,0,Dawidu_91,1,Dawidu_91,Nostalgia/TP,calh,aine,200,125,2021-06-30 18:38:14,12.0,inferno,red,tower,blue,XL+U
Venefiz,0,Szopa666,1,Szopa666,Nostalgia/TP,anabel,shakti,-2500,122,2021-06-30 18:39:18,9.0,cove,red,dungeon,blue,XL+U
AnanasowyJoe,1,Koster,0,AnanasowyJoe,h3dm1/3,sephinroth,lorelei,1500,142,2021-07-01 06:08:03,23.0,dungeon,red,dungeon,blue,Mirror
Przemo_oo3,1,BrudnyJOE,0,Przemo_oo3,h3dm1/3,pasis,monere,-1300,124,2021-07-01 06:33:06,11.0,conflux,red,conflux,blue,Mirror
BrudnyJOE,1,gornik,0,BrudnyJOE,mt_MP,anabel,jeremy,-2000,123,2021-07-01 06:40:49,10.0,cove,red,cove,blue,Mirror
Bidoneczek,1,Jon_Snow_,0,Bidoneczek,h3dm1/3,octavia,ignatius,600,117,2021-07-01 17:38:13,7.0,inferno,red,inferno,blue,Mirror
Drachenfels,1,Malkiz,0,Drachenfels,h3dm1/3,giselle,elleshar,-700,143,2021-07-01 17:40:09,24.0,rampart,red,rampart,blue,Mirror
Niechcic,1,KesZu,0,Niechcic,mt_Andromeda,octavia,nymus,900,131,2021-07-02 08:44:52,15.0,inferno,red,inferno,blue,Mirror
Myrthan,1,DrizztDrizzt,0,Myrthan,6lm10a/tp,wystan,valeska,3300,121,2021-07-02 09:35:57,8.0,fortress,red,castle,blue,XL+U
DrizztDrizzt,0,Soczi80,1,Soczi80,6lm10a/tp,ivor,ignatius,-1700,127,2021-07-02 09:38:12,14.0,rampart,red,inferno,blue,XL+U
Rzaku,0,Woźny888,1,Woźny888,h3dm1/3,adelaide,orrin,1500,124,2021-07-05 10:36:56,11.0,castle,red,castle,blue,Mirror
Jordan27,0,Kiniok,1,Kiniok,h3dm1/3,daremyth,thane,700,122,2021-07-05 10:38:29,9.0,tower,red,tower,blue,Mirror
Mrkracy,1,Aine,0,Mrkracy,6lm10a/tp,shakti,ivor,-300,125,2021-07-05 15:13:21,12.0,dungeon,red,rampart,blue,XL+U
Shyfayren,0,materaldo,1,materaldo,6lm10a/tp,anabel,tyraxor,-2300,134,2021-07-05 15:15:33,18.0,cove,red,stronghold,blue,XL+U
Gumis,1,W4rchi,0,Gumis,6lm10a/tp,valeska,aine,3400,131,2021-07-05 15:52:08,15.0,castle,red,tower,blue,XL+U
Zandarz,1,Kicaj_666,0,Zandarz,Nostalgia/TP,wystan,valeska,900,124,2021-07-06 11:21:51,11.0,fortress,red,castle,blue,XL+U
Becel,0,TselNabis,1,TselNabis,Nostalgia/TP,tyraxor,anabel,1600,136,2021-07-06 13:58:52,20.0,stronghold,red,cove,blue,XL+U
Xanimi,1,wickedskinner,0,Xanimi,Nostalgia/TP,calh,grindan,4700,133,2021-07-06 14:01:27,17.0,inferno,red,conflux,blue,XL+U
Krotor,1,jacajackson,0,Krotor,6lm10a/tp,calh,valeska,4500,125,2021-07-06 15:17:37,12.0,inferno,red,castle,blue,XL+U
BrudnyJOE,0,Aravol,1,Aravol,h3dm1/3,alkin,bron,-1800,123,2021-07-06 16:45:50,10.0,fortress,red,fortress,blue,Mirror
gornik,0,rpgowiecPL,1,rpgowiecPL,6lm10a/tp,valeska,tyraxor,-5300,134,2021-07-06 16:47:59,18.0,castle,red,stronghold,blue,XL+U
KrystianTyraxor,1,Rambixxx,0,KrystianTyraxor,6lm10a/tp,deemer,luna,2700,115,2021-07-06 17:17:58,5.0,dungeon,red,conflux,blue,XL+U
jacekchess,1,KrystianTyraxor,0,jacekchess,Nostalgia/TP,shakti,ivor,-2200,143,2021-07-06 17:21:52,24.0,dungeon,red,rampart,blue,XL+U
Rambixxx,0,jacekchess,1,jacekchess,mt_Firewalk,boragus,shiva,-4000,123,2021-07-06 17:29:11,10.0,stronghold,red,stronghold,blue,Mirror
Bartt666,0,Sandra,1,Sandra,6lm10a/tp,ignatius,tyraxor,-1100,211,2021-07-06 18:43:22,29.0,inferno,red,stronghold,blue,XL+U
AcidLord,0,BOARtek,1,BOARtek,h3dm1/3,neela,astral,1000,214,2021-07-06 18:45:30,32.0,tower,red,tower,blue,Mirror
Fafhrd,0,rybson1,1,rybson1,mt_Firewalk,dace,damacon,5400,126,2021-07-06 18:47:15,13.0,dungeon,red,dungeon,blue,Mirror
Templar,1,Drumdancer,0,Templar,h3dm1/3,dace,damacon,1000,124,2021-07-06 19:04:17,11.0,dungeon,red,dungeon,blue,Mirror
madeo,0,beltalowda,1,beltalowda,h3dm1/3,jeremy,anabel,-600,124,2021-07-06 19:08:09,11.0,cove,red,cove,blue,Mirror
Starget,1,Kris3,0,Starget,6lm10a/tp,ivor,valeska,4200,122,2021-07-06 19:11:17,9.0,rampart,red,castle,blue,XL+U
Zuro007,1,Karkus,0,Zuro007,Nostalgia/TP,thant,luna,-3700,137,2021-07-07 07:32:00,21.0,necropolis,red,conflux,blue,XL+U
Dacul CB,1,wickedskinner,0,Dacul CB,Nostalgia/TP,calh,tyraxor,1000,124,2021-07-07 07:35:56,11.0,inferno,red,stronghold,blue,XL+U
Maralf,1,Krzynsztof,0,Maralf,Nostalgia/TP,ivor,wystan,-2200,116,2021-07-07 08:47:40,6.0,rampart,red,fortress,blue,XL+U
RitoSux,1,Crackbrained,0,RitoSux,mt_Andromeda,shakti,deemer,-1000,121,2021-07-07 17:17:05,8.0,dungeon,red,dungeon,blue,Mirror
Aproh,1,[SDK] Ravciozo,0,Aproh,mt_Firewalk,corkes,andal,5100,124,2021-07-08 09:01:47,11.0,cove,red,cove,blue,Mirror
Bajer89,1,[SDK] Ravciozo,0,Bajer89,Nostalgia/TP,ivor,wystan,500,132,2021-07-08 09:03:02,16.0,rampart,red,fortress,blue,XL+U
Rybas,0,Tsar Konrad,1,Tsar Konrad,6lm10a/tp,shakti,tyraxor,-5400,141,2021-07-08 09:04:27,22.0,dungeon,red,stronghold,blue,XL+U
Bulbet,0,Bartus,1,Bartus,mt_MP,erdamon,aenain,-1000,127,2021-07-08 09:06:41,14.0,conflux,red,conflux,blue,Mirror
mirek_swirek,0,jacajackson,1,jacajackson,6lm10a/tp,thant,anabel,-4500,132,2021-07-08 14:00:00,16.0,necropolis,red,cove,blue,XL+U
mikii,1,Shyfayren,0,mikii,6lm10a/tp,luna,wystan,-3000,115,2021-07-08 15:27:59,5.0,conflux,red,fortress,blue,XL+U
January,0,wnukos,1,wnukos,h3dm1/3,jeremy,leena,900,126,2021-07-09 07:14:22,13.0,cove,red,cove,blue,Mirror
Roberto,1,Minos3212,0,Roberto,h3dm1/3,damacon,lorelei,-700,127,2021-07-09 07:17:09,14.0,dungeon,red,dungeon,blue,Mirror
Zenon_Smerf,0,Blackyyo,1,Blackyyo,6lm10a/tp,grindan,wystan,-2600,135,2021-07-09 07:21:11,19.0,conflux,red,fortress,blue,XL+U
BielikBazuka,0,smok_,1,smok_,mt_Andromeda,mirlanda,tazar,-1200,135,2021-07-09 07:24:02,19.0,fortress,red,fortress,blue,Mirror
Xeno[CV],0,miodzislaw,1,miodzislaw,mt_Andromeda,andra,mirlanda,1300,142,2021-07-09 07:26:28,23.0,fortress,red,fortress,blue,Mirror
Lipathor,0,Tur3k,1,Tur3k,Nostalgia/TP,solmyr,luna,2900,132,2021-07-09 07:29:11,16.0,tower,red,conflux,blue,XL+U
KniazJarema,0,Ronoroa,1,Ronoroa,6lm10a/tp,shakti,ivor,-3000,127,2021-07-09 07:31:07,14.0,dungeon,red,rampart,blue,XL+U
Aine,0,OstelikS,1,OstelikS,mt_Andromeda,shiva,gretchin,-900,136,2021-07-09 07:32:49,20.0,stronghold,red,stronghold,blue,Mirror
Bartus,0,Aproh,1,Aproh,mt_Firewalk,adela,caitlin,-4500,125,2021-07-09 08:48:04,12.0,castle,red,castle,blue,Mirror
mitsurugi321,0,Korczi,1,Korczi,Nostalgia/TP,thant,wystan,-1500,133,2021-07-09 13:04:11,17.0,necropolis,red,fortress,blue,XL+U
Woźny888,0,CzileraInzyniera,1,CzileraInzyniera,Nostalgia/TP,solmyr,anabel,2500,137,2021-07-10 09:10:45,21.0,tower,red,cove,blue,XL+U
Bartus,1,[SDK] Ravciozo,0,Bartus,mt_MP,ciele,brissa,-1400,124,2021-07-10 12:02:31,11.0,conflux,red,conflux,blue,Mirror
OddajMake,0,Bulbet,1,Bulbet,mt_MP,erdamon,gelare,-1200,134,2021-07-10 21:32:17,18.0,conflux,red,conflux,blue,Mirror
[SDK] Ravciozo,1,Jan Pegasus 2,0,[SDK] Ravciozo,Nostalgia/TP,alamar,tyraxor,-3000,141,2021-07-11 11:09:36,22.0,dungeon,red,stronghold,blue,XL+U
Golcze Gabana,1,Akabes,0,Golcze Gabana,mt_Firewalk,dace,damacon,3700,131,2021-07-11 16:47:11,15.0,dungeon,red,dungeon,blue,Mirror
sebastos,0,Vens,1,Vens,6lm10a/tp,calh,aine,1200,141,2021-07-11 17:48:38,22.0,inferno,red,tower,blue,XL+U
Kevin,0,Szimi93pl,1,Szimi93pl,6lm10a/tp,valeska,calh,-2100,126,2021-07-11 18:16:14,13.0,castle,red,inferno,blue,XL+U
crag.hack,0,Vertr0X,1,Vertr0X,h3dm1/3,aenain,pasis,700,127,2021-07-11 19:05:17,14.0,conflux,red,conflux,blue,Mirror
alvar,0,Golomor,1,Golomor,6lm10a/tp,lorelei,tyraxor,-2600,147,2021-07-11 20:05:00,28.0,dungeon,red,stronghold,blue,XL+U
HawkWRz,0,Rexim,1,Rexim,6lm10a/tp,calh,valeska,1800,126,2021-07-11 20:12:21,13.0,inferno,red,castle,blue,XL+U
heluuuu,1,Brodazy,0,heluuuu,6lm10a/tp,ivor,alamar,-2400,127,2021-07-12 07:01:40,14.0,rampart,red,dungeon,blue,XL+U
Nrets,0,Toki96,1,Toki96,h3dm1/3,coronius,jenova,-800,143,2021-07-12 07:09:27,24.0,rampart,red,rampart,blue,Mirror
wickedskinner,0,Becel,1,Becel,Nostalgia/TP,ivor,wystan,-1200,142,2021-07-12 07:14:48,23.0,rampart,red,fortress,blue,XL+U
TselNabis,1,Dacul CB,0,TselNabis,Nostalgia/TP,calh,thant,4500,145,2021-07-12 07:29:00,26.0,inferno,red,necropolis,blue,XL+U
Karkus,0,CanWeLoad?,1,CanWeLoad?,Nostalgia/TP,shakti,tyraxor,-2700,137,2021-07-12 07:44:00,21.0,dungeon,red,stronghold,blue,XL+U
CanWeLoad?,1,Zuro007,0,CanWeLoad?,h3dm1/3,aine,daremyth,600,126,2021-07-12 07:46:33,13.0,tower,red,tower,blue,Mirror
Brodazy,1,#Lysy,0,Brodazy,mt_Firewalk,illor,jeremy,-4300,127,2021-07-12 12:08:25,14.0,cove,red,cove,blue,Mirror
szhzs,0,Klaudo98,1,Klaudo98,6lm10a/tp,ivor,grindan,3300,216,2021-07-12 16:41:51,34.0,rampart,red,conflux,blue,XL+U
Matrido,1,Santi_Nazarini,0,Matrido,mt_Firewalk,beatrice,adelaide,-4800,115,2021-07-13 06:08:01,5.0,castle,red,castle,blue,Mirror
Herosolo,1,Lanthan,0,Herosolo,6lm10a/tp,calh,shakti,1700,125,2021-07-13 06:10:28,12.0,inferno,red,dungeon,blue,XL+U
Blackyyo,0,miodzislaw,1,miodzislaw,h3dm1/3,monere,gelare,1000,114,2021-07-13 06:17:00,4.0,conflux,red,conflux,blue,Mirror
jt1911,0,eurano,1,eurano,h3dm1/3,caitlin,orrin,700,133,2021-07-13 06:20:50,17.0,castle,red,castle,blue,Mirror
Terror Antiquus,0,KORONIARZ,1,KORONIARZ,6lm10a/tp,alamar,ivor,-2800,136,2021-07-13 06:22:51,20.0,dungeon,red,rampart,blue,XL+U
OstelikS,0,-MSF-,1,-MSF-,Nostalgia/TP,ivor,shakti,1700,142,2021-07-13 06:25:36,23.0,rampart,red,dungeon,blue,XL+U
Valerin Bizonov,1,Antyintel,0,Valerin Bizonov,mt_Andromeda,aine,rissa,900,131,2021-07-13 06:28:20,15.0,tower,red,tower,blue,Mirror
Dadalus,0,RitoSux,1,RitoSux,mt_Andromeda,ciele,pasis,1000,125,2021-07-13 11:07:40,12.0,conflux,red,conflux,blue,Mirror
Szopa666,1,Tyranuxus,0,Szopa666,6lm10a/tp,valeska,aine,-100,131,2021-07-13 11:09:23,15.0,castle,red,tower,blue,XL+U
Kexibq2134,0,bejbus1,0,Remis,w/o,astral,aine,5500,132,2021-07-13 11:29:31,16.0,tower,red,tower,blue,w/o
Radianer,1,bloniek,0,Radianer,w/o,solmyr,thant,5800,117,2021-07-13 12:05:56,7.0,tower,red,necropolis,blue,w/o
Sandra,1,SiNuS,0,Sandra,Nostalgia/TP,valeska,shakti,3800,124,2021-07-13 18:35:33,11.0,castle,red,dungeon,blue,XL+U
SiNuS,0,rybson1,1,rybson1,Nostalgia/TP,anabel,aine,-600,133,2021-07-13 18:38:48,17.0,cove,red,tower,blue,XL+U
rybson1,1,AcidLord,0,rybson1,mt_Firewalk,jenova,mephala,-4000,121,2021-07-13 18:40:47,8.0,rampart,red,rampart,blue,Mirror
BOARtek,1,pdemianczuk,0,BOARtek,h3dm1/3,daremyth,cyra,-800,127,2021-07-13 18:42:21,14.0,tower,red,tower,blue,Mirror
Sandra,0,Fafhrd,1,Fafhrd,mt_MP,clavius,nagash,-1600,137,2021-07-13 18:45:01,21.0,necropolis,red,necropolis,blue,Mirror
Kacpi1906,0,Hyde,1,Hyde,h3dm1/3,mephala,coronius,900,131,2021-07-14 08:37:47,15.0,rampart,red,rampart,blue,Mirror
Cez,0,Krotor,1,Krotor,Nostalgia/TP,aine,tyraxor,-4400,134,2021-07-14 08:48:31,18.0,tower,red,stronghold,blue,XL+U
CzileraInzyniera,0,Rzaku,1,Rzaku,6lm10a/tp,ivor,alamar,2600,137,2021-07-14 08:53:27,21.0,rampart,red,dungeon,blue,XL+U
KrystianTyraxor,0,whitepill,1,whitepill,6lm10a/tp,calh,aine,2000,133,2021-07-14 12:27:23,17.0,inferno,red,tower,blue,XL+U
alpaca,1,bartekkita,0,alpaca,mt_Firewalk,wystan,tazar,-4000,127,2021-07-14 12:41:10,14.0,fortress,red,fortress,blue,Mirror
Zuk00,1,Hudzin,0,Zuk00,h3dm1/3,elleshar,jenova,-500,135,2021-07-14 12:43:37,19.0,rampart,red,rampart,blue,Mirror
