result,town,hero,color,bidding,opponent_town,opponent_hero,turns,template,template_type
0,stronghold,tyraxor,blue,-2700.0,inferno,calh,12.0,6lm10a/tp,XL+U
0.5,cove,anabel,red,-2000.0,tower,solmyr,24.0,6lm10a/tp,XL+U
0.5,tower,solmyr,blue,2000.0,cove,anabel,24.0,6lm10a/tp,XL+U
1,fortress,wystan,red,900.0,castle,valeska,19.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,-900.0,fortress,wystan,19.0,Nostalgia/TP,XL+U
1,castle,adelaide,red,-3600.0,castle,adela,12.0,mt_Firewalk,Mirror
0,castle,adela,blue,3600.0,castle,adelaide,12.0,mt_Firewalk,Mirror
1,rampart,jenova,red,500.0,rampart,mephala,15.0,h3dm1/3,Mirror
0,rampart,mephala,blue,-500.0,rampart,jenova,15.0,h3dm1/3,Mirror
1,necropolis,thant,red,2900.0,rampart,ivor,20.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,-2900.0,necropolis,thant,20.0,6lm10a/tp,XL+U
1,rampart,mephala,red,-900.0,rampart,alagar,16.0,h3dm1/3,Mirror
0,rampart,alagar,blue,900.0,rampart,mephala,16.0,h3dm1/3,Mirror
0,dungeon,lorelei,red,-700.0,dungeon,ajit,17.0,mt_Andromeda,Mirror
1,dungeon,ajit,blue,700.0,dungeon,lorelei,17.0,mt_Andromeda,Mirror
1,tower,neela,red,1000.0,tower,josephine,14.0,h3dm1/3,Mirror
0,tower,josephine,blue,-1000.0,tower,neela,14.0,h3dm1/3,Mirror
1,dungeon,lorelei,red,1500.0,dungeon,ajit,10.0,mt_Andromeda,Mirror
0,dungeon,ajit,blue,-1500.0,dungeon,lorelei,10.0,mt_Andromeda,Mirror
0,fortress,wystan,red,5400.0,fortress,drakon,13.0,mt_Firewalk,Mirror
1,fortress,drakon,blue,-5400.0,fortress,wystan,13.0,mt_Firewalk,Mirror
1,rampart,giselle,red,1200.0,rampart,jenova,16.0,mt_Andromeda,Mirror
0,rampart,jenova,blue,-1200.0,rampart,giselle,16.0,mt_Andromeda,Mirror
0,stronghold,tyraxor,red,2600.0,dungeon,alamar,20.0,6lm10a/tp,XL+U
1,dungeon,alamar,blue,-2600.0,stronghold,tyraxor,20.0,6lm10a/tp,XL+U
1,tower,solmyr,red,2500.0,castle,valeska,9.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,-2500.0,tower,solmyr,9.0,Nostalgia/TP,XL+U
1,castle,valeska,red,-2500.0,tower,aine,18.0,Nostalgia/TP,XL+U
0,tower,aine,blue,2500.0,castle,valeska,18.0,Nostalgia/TP,XL+U
1,conflux,monere,red,-1000.0,conflux,brissa,14.0,h3dm1/3,Mirror
0,conflux,brissa,blue,1000.0,conflux,monere,14.0,h3dm1/3,Mirror
1,rampart,jenova,red,800.0,rampart,coronius,10.0,h3dm1/3,Mirror
0,rampart,coronius,blue,-800.0,rampart,jenova,10.0,h3dm1/3,Mirror
0,fortress,wystan,red,-500.0,stronghold,tyraxor,15.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,500.0,fortress,wystan,15.0,6lm10a/tp,XL+U
0,cove,anabel,red,500.0,tower,aine,7.0,6lm10a/tp,XL+U
1,tower,aine,blue,-500.0,cove,anabel,7.0,6lm10a/tp,XL+U
0,cove,leena,red,1000.0,cove,illor,19.0,h3dm1/3,Mirror
1,cove,illor,blue,-1000.0,cove,leena,19.0,h3dm1/3,Mirror
0,dungeon,alamar,red,-2300.0,inferno,calh,14.0,Nostalgia/TP,XL+U
1,inferno,calh,blue,2300.0,dungeon,alamar,14.0,Nostalgia/TP,XL+U
0,inferno,nymus,red,6600.0,inferno,xyron,11.0,mt_Firewalk,Mirror
1,inferno,xyron,blue,-6600.0,inferno,nymus,11.0,mt_Firewalk,Mirror
0,rampart,ivor,red,-2300.0,inferno,calh,4.0,Nostalgia/TP,XL+U
1,inferno,calh,blue,2300.0,rampart,ivor,4.0,Nostalgia/TP,XL+U
1,tower,solmyr,red,3900.0,conflux,luna,12.0,6lm10a/tp,XL+U
0,conflux,luna,blue,-3900.0,tower,solmyr,12.0,6lm10a/tp,XL+U
1,castle,lord haart,red,600.0,castle,beatrice,13.0,h3dm1/3,Mirror
0,castle,beatrice,blue,-600.0,castle,lord haart,13.0,h3dm1/3,Mirror
1,inferno,calh,red,800.0,cove,anabel,17.0,Nostalgia/TP,XL+U
0,cove,anabel,blue,-800.0,inferno,calh,17.0,Nostalgia/TP,XL+U
0,stronghold,crag hack,red,1500.0,stronghold,gundula,11.0,h3dm1/3,Mirror
1,stronghold,gundula,blue,-1500.0,stronghold,crag hack,11.0,h3dm1/3,Mirror
1,inferno,nymus,red,4000.0,inferno,calid,15.0,mt_Firewalk,Mirror
0,inferno,calid,blue,-4000.0,inferno,nymus,15.0,mt_Firewalk,Mirror
0,necropolis,septienna,red,-1200.0,necropolis,thant,12.0,h3dm1/3,Mirror
1,necropolis,thant,blue,1200.0,necropolis,septienna,12.0,h3dm1/3,Mirror
0,rampart,ivor,red,-2600.0,inferno,calh,20.0,6lm10a/tp,XL+U
1,inferno,calh,blue,2600.0,rampart,ivor,20.0,6lm10a/tp,XL+U
0,cove,illor,red,-700.0,cove,eovacius,18.0,h3dm1/3,Mirror
1,cove,eovacius,blue,700.0,cove,illor,18.0,h3dm1/3,Mirror
0,tower,aine,red,1400.0,tower,rissa,21.0,mt_MP,Mirror
1,tower,rissa,blue,-1400.0,tower,aine,21.0,mt_MP,Mirror
0,rampart,ivor,red,-2000.0,fortress,wystan,25.0,6lm10a/tp,XL+U
1,fortress,wystan,blue,2000.0,rampart,ivor,25.0,6lm10a/tp,XL+U
1,tower,solmyr,red,2300.0,fortress,wystan,24.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,-2300.0,tower,solmyr,24.0,6lm10a/tp,XL+U
0,fortress,wystan,red,-2900.0,dungeon,shakti,4.0,Nostalgia/TP,XL+U
1,dungeon,shakti,blue,2900.0,fortress,wystan,4.0,Nostalgia/TP,XL+U
0,fortress,bron,red,-1400.0,fortress,mirlanda,17.0,h3dm1/3,Mirror
1,fortress,mirlanda,blue,1400.0,fortress,bron,17.0,h3dm1/3,Mirror
1,cove,anabel,red,-3300.0,inferno,calh,16.0,Nostalgia/TP,XL+U
0,inferno,calh,blue,3300.0,cove,anabel,16.0,Nostalgia/TP,XL+U
0,fortress,andra,red,-800.0,fortress,alkin,11.0,h3dm1/3,Mirror
1,fortress,alkin,blue,800.0,fortress,andra,11.0,h3dm1/3,Mirror
1,tower,aine,red,1700.0,rampart,ivor,19.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,-1700.0,tower,aine,19.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,red,2800.0,rampart,ivor,11.0,Nostalgia/TP,XL+U
0,rampart,ivor,blue,-2800.0,stronghold,tyraxor,11.0,Nostalgia/TP,XL+U
1,dungeon,alamar,red,1200.0,tower,solmyr,35.0,6lm10a/tp,XL+U
0,tower,solmyr,blue,-1200.0,dungeon,alamar,35.0,6lm10a/tp,XL+U
0,conflux,luna,red,-900.0,rampart,ivor,9.0,6lm10a/tp,XL+U
1,rampart,ivor,blue,900.0,conflux,luna,9.0,6lm10a/tp,XL+U
1,stronghold,crag hack,red,800.0,stronghold,jabarkas,3.0,h3dm1/3,Mirror
0,stronghold,jabarkas,blue,-800.0,stronghold,crag hack,3.0,h3dm1/3,Mirror
0,conflux,luna,red,-1100.0,tower,aine,26.0,6lm10a/tp,XL+U
1,tower,aine,blue,1100.0,conflux,luna,26.0,6lm10a/tp,XL+U
1,stronghold,shiva,red,800.0,stronghold,crag hack,19.0,h3dm1/3,Mirror
0,stronghold,crag hack,blue,-800.0,stronghold,shiva,19.0,h3dm1/3,Mirror
1,tower,aine,red,-4100.0,inferno,calh,24.0,6lm10a/tp,XL+U
0,inferno,calh,blue,4100.0,tower,aine,24.0,6lm10a/tp,XL+U
1,stronghold,crag hack,red,5000.0,stronghold,gundula,14.0,mt_Firewalk,Mirror
0,stronghold,gundula,blue,-5000.0,stronghold,crag hack,14.0,mt_Firewalk,Mirror
1,dungeon,mutare drake,red,5000.0,dungeon,damacon,15.0,mt_Firewalk,Mirror
0,dungeon,damacon,blue,-5000.0,dungeon,mutare drake,15.0,mt_Firewalk,Mirror
0,fortress,wystan,red,-2000.0,dungeon,shakti,14.0,6lm10a/tp,XL+U
1,dungeon,shakti,blue,2000.0,fortress,wystan,14.0,6lm10a/tp,XL+U
0,conflux,luna,red,-3400.0,stronghold,tyraxor,14.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,blue,3400.0,conflux,luna,14.0,Nostalgia/TP,XL+U
0,necropolis,septienna,red,-6500.0,necropolis,nagash,14.0,mt_Firewalk,Mirror
1,necropolis,nagash,blue,6500.0,necropolis,septienna,14.0,mt_Firewalk,Mirror
1,cove,illor,red,-6900.0,cove,eovacius,8.0,mt_Firewalk,Mirror
0,cove,eovacius,blue,6900.0,cove,illor,8.0,mt_Firewalk,Mirror
1,stronghold,tyraxor,red,4300.0,tower,solmyr,21.0,6lm10a/tp,XL+U
0,tower,solmyr,blue,-4300.0,stronghold,tyraxor,21.0,6lm10a/tp,XL+U
0,fortress,wystan,red,3300.0,tower,aine,19.0,6lm10a/tp,XL+U
1,tower,aine,blue,-3300.0,fortress,wystan,19.0,6lm10a/tp,XL+U
1,cove,anabel,red,-2300.0,fortress,wystan,35.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,2300.0,cove,anabel,35.0,6lm10a/tp,XL+U
0,cove,jeremy,blue,800.0,cove,leena,16.0,h3dm1/3,Mirror
1,cove,leena,red,-800.0,cove,jeremy,16.0,h3dm1/3,Mirror
1,inferno,octavia,red,800.0,inferno,xyron,15.0,h3dm1/3,Mirror
0,inferno,xyron,blue,-800.0,inferno,octavia,15.0,h3dm1/3,Mirror
0,tower,cyra,red,-700.0,tower,aine,13.0,mt_Andromeda,Mirror
1,tower,aine,blue,700.0,tower,cyra,13.0,mt_Andromeda,Mirror
0,castle,valeska,red,-2800.0,dungeon,shakti,21.0,6lm10a/tp,XL+U
1,dungeon,shakti,blue,2800.0,castle,valeska,21.0,6lm10a/tp,XL+U
1,rampart,elleshar,red,-900.0,rampart,jenova,14.0,h3dm1/3,Mirror
0,rampart,jenova,blue,900.0,rampart,elleshar,14.0,h3dm1/3,Mirror
1,conflux,grindan,red,-5100.0,inferno,calh,15.0,6lm10a/tp,XL+U
0,inferno,calh,blue,5100.0,conflux,grindan,15.0,6lm10a/tp,XL+U
1,stronghold,gundula,red,1000.0,stronghold,crag hack,14.0,h3dm1/3,Mirror
0,stronghold,crag hack,blue,-1000.0,stronghold,gundula,14.0,h3dm1/3,Mirror
0,stronghold,jabarkas,red,5000.0,stronghold,terek,5.0,mt_Firewalk,Mirror
1,stronghold,terek,blue,-5000.0,stronghold,jabarkas,5.0,mt_Firewalk,Mirror
0,dungeon,dace,red,-2300.0,dungeon,damacon,10.0,mt_MP,Mirror
1,dungeon,damacon,blue,2300.0,dungeon,dace,10.0,mt_MP,Mirror
0,rampart,coronius,red,-700.0,rampart,jenova,10.0,h3dm1/3,Mirror
1,rampart,jenova,blue,700.0,rampart,coronius,10.0,h3dm1/3,Mirror
0.5,dungeon,damacon,red,5300.0,dungeon,geon,17.0,mt_Firewalk,Mirror
0.5,dungeon,geon,blue,-5300.0,dungeon,damacon,17.0,mt_Firewalk,Mirror
0,conflux,gelare,red,1000.0,conflux,aenain,27.0,h3dm1/3,Mirror
1,conflux,aenain,blue,-1000.0,conflux,gelare,27.0,h3dm1/3,Mirror
1,dungeon,damacon,red,800.0,dungeon,sephinroth,12.0,h3dm1/3,Mirror
0,dungeon,sephinroth,blue,-800.0,dungeon,damacon,12.0,h3dm1/3,Mirror
0,inferno,octavia,red,800.0,inferno,xyron,6.0,mt_MP,Mirror
1,inferno,xyron,blue,-800.0,inferno,octavia,6.0,mt_MP,Mirror
1,tower,aine,red,-500.0,fortress,drakon,9.0,Nostalgia/TP,XL+U
0,fortress,drakon,blue,500.0,tower,aine,9.0,Nostalgia/TP,XL+U
0,rampart,ivor,red,-3600.0,tower,aine,22.0,6lm10a/tp,XL+U
1,tower,aine,blue,3600.0,rampart,ivor,22.0,6lm10a/tp,XL+U
0,rampart,coronius,red,-6500.0,rampart,aeris,12.0,mt_Firewalk,Mirror
1,rampart,aeris,blue,6500.0,rampart,coronius,12.0,mt_Firewalk,Mirror
1,tower,aine,red,1300.0,rampart,ivor,5.0,Nostalgia/TP,XL+U
0,rampart,ivor,blue,-1300.0,tower,aine,5.0,Nostalgia/TP,XL+U
0,rampart,jenova,red,900.0,rampart,mephala,8.0,h3dm1/3,Mirror
1,rampart,mephala,blue,-900.0,rampart,jenova,8.0,h3dm1/3,Mirror
1,necropolis,isra,red,2800.0,necropolis,vidomina,9.0,mt_Andromeda,Mirror
0,necropolis,vidomina,blue,-2800.0,necropolis,isra,9.0,mt_Andromeda,Mirror
0,stronghold,tyraxor,red,3700.0,inferno,calh,7.0,Nostalgia/TP,XL+U
1,inferno,calh,blue,-3700.0,stronghold,tyraxor,7.0,Nostalgia/TP,XL+U
0,inferno,axsis,red,-5500.0,inferno,xyron,7.0,mt_Firewalk,Mirror
1,inferno,xyron,blue,5500.0,inferno,axsis,7.0,mt_Firewalk,Mirror
1,tower,aine,red,-500.0,inferno,calh,7.0,6lm10a/tp,XL+U
0,inferno,calh,blue,500.0,tower,aine,7.0,6lm10a/tp,XL+U
1,dungeon,shakti,red,-500.0,tower,aine,21.0,6lm10a/tp,XL+U
0,tower,aine,blue,500.0,dungeon,shakti,21.0,6lm10a/tp,XL+U
0,dungeon,dace,red,-900.0,dungeon,damacon,18.0,h3dm1/3,Mirror
1,dungeon,damacon,blue,900.0,dungeon,dace,18.0,h3dm1/3,Mirror
0,necropolis,thant,red,-900.0,conflux,luna,16.0,6lm10a/tp,XL+U
1,conflux,luna,blue,900.0,necropolis,thant,16.0,6lm10a/tp,XL+U
0,tower,aine,red,-1900.0,stronghold,tyraxor,11.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,1900.0,tower,aine,11.0,6lm10a/tp,XL+U
0,conflux,gelare,red,-800.0,conflux,aenain,19.0,h3dm1/3,Mirror
1,conflux,aenain,blue,800.0,conflux,gelare,19.0,h3dm1/3,Mirror
0,fortress,drakon,red,-1000.0,fortress,wystan,12.0,mt_Andromeda,Mirror
1,fortress,wystan,blue,1000.0,fortress,drakon,12.0,mt_Andromeda,Mirror
1,tower,aine,red,2800.0,necropolis,thant,24.0,Nostalgia/TP,XL+U
0,necropolis,thant,blue,-2800.0,tower,aine,24.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,red,3700.0,conflux,luna,6.0,6lm10a/tp,XL+U
0,conflux,luna,blue,-3700.0,stronghold,tyraxor,6.0,6lm10a/tp,XL+U
0,dungeon,shakti,red,-900.0,tower,aine,27.0,6lm10a/tp,XL+U
1,tower,aine,blue,900.0,dungeon,shakti,27.0,6lm10a/tp,XL+U
1,tower,daremyth,red,-500.0,tower,aine,12.0,mt_Andromeda,Mirror
0,tower,aine,blue,500.0,tower,daremyth,12.0,mt_Andromeda,Mirror
0,stronghold,tyraxor,red,2500.0,cove,anabel,4.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,-2500.0,stronghold,tyraxor,4.0,Nostalgia/TP,XL+U
1,castle,caitlin,red,-4000.0,castle,adelaide,16.0,mt_Firewalk,Mirror
0,castle,adelaide,blue,4000.0,castle,caitlin,16.0,mt_Firewalk,Mirror
0,fortress,mirlanda,red,-1200.0,fortress,andra,15.0,mt_Andromeda,Mirror
1,fortress,andra,blue,1200.0,fortress,mirlanda,15.0,mt_Andromeda,Mirror
0,castle,adela,red,-1000.0,castle,cuthbert,7.0,mt_Andromeda,Mirror
1,castle,cuthbert,blue,1000.0,castle,adela,7.0,mt_Andromeda,Mirror
0,rampart,giselle,red,-900.0,rampart,elleshar,9.0,h3dm1/3,Mirror
1,rampart,elleshar,blue,900.0,rampart,giselle,9.0,h3dm1/3,Mirror
0,castle,valeska,red,3500.0,necropolis,thant,4.0,Nostalgia/TP,XL+U
1,necropolis,thant,blue,-3500.0,castle,valeska,4.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,red,5000.0,conflux,luna,4.0,6lm10a/tp,XL+U
0,conflux,luna,blue,-5000.0,stronghold,tyraxor,4.0,6lm10a/tp,XL+U
0,inferno,calh,red,200.0,tower,aine,12.0,Nostalgia/TP,XL+U
1,tower,aine,blue,-200.0,inferno,calh,12.0,Nostalgia/TP,XL+U
0,cove,anabel,red,-2500.0,dungeon,shakti,9.0,Nostalgia/TP,XL+U
1,dungeon,shakti,blue,2500.0,cove,anabel,9.0,Nostalgia/TP,XL+U
1,dungeon,sephinroth,red,1500.0,dungeon,lorelei,23.0,h3dm1/3,Mirror
0,dungeon,lorelei,blue,-1500.0,dungeon,sephinroth,23.0,h3dm1/3,Mirror
1,conflux,pasis,red,-1300.0,conflux,monere,11.0,h3dm1/3,Mirror
0,conflux,monere,blue,1300.0,conflux,pasis,11.0,h3dm1/3,Mirror
1,cove,anabel,red,-2000.0,cove,jeremy,10.0,mt_MP,Mirror
0,cove,jeremy,blue,2000.0,cove,anabel,10.0,mt_MP,Mirror
1,inferno,octavia,red,600.0,inferno,ignatius,7.0,h3dm1/3,Mirror
0,inferno,ignatius,blue,-600.0,inferno,octavia,7.0,h3dm1/3,Mirror
1,rampart,giselle,red,-700.0,rampart,elleshar,24.0,h3dm1/3,Mirror
0,rampart,elleshar,blue,700.0,rampart,giselle,24.0,h3dm1/3,Mirror
1,inferno,octavia,red,900.0,inferno,nymus,15.0,mt_Andromeda,Mirror
0,inferno,nymus,blue,-900.0,inferno,octavia,15.0,mt_Andromeda,Mirror
1,fortress,wystan,red,3300.0,castle,valeska,8.0,6lm10a/tp,XL+U
0,castle,valeska,blue,-3300.0,fortress,wystan,8.0,6lm10a/tp,XL+U
0,rampart,ivor,red,-1700.0,inferno,ignatius,14.0,6lm10a/tp,XL+U
1,inferno,ignatius,blue,1700.0,rampart,ivor,14.0,6lm10a/tp,XL+U
0,castle,adelaide,red,1500.0,castle,orrin,11.0,h3dm1/3,Mirror
1,castle,orrin,blue,-1500.0,castle,adelaide,11.0,h3dm1/3,Mirror
0,tower,daremyth,red,700.0,tower,thane,9.0,h3dm1/3,Mirror
1,tower,thane,blue,-700.0,tower,daremyth,9.0,h3dm1/3,Mirror
1,dungeon,shakti,red,-300.0,rampart,ivor,12.0,6lm10a/tp,XL+U
0,rampart,ivor,blue,300.0,dungeon,shakti,12.0,6lm10a/tp,XL+U
0,cove,anabel,red,-2300.0,stronghold,tyraxor,18.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,2300.0,cove,anabel,18.0,6lm10a/tp,XL+U
1,castle,valeska,red,3400.0,tower,aine,15.0,6lm10a/tp,XL+U
0,tower,aine,blue,-3400.0,castle,valeska,15.0,6lm10a/tp,XL+U
1,fortress,wystan,red,900.0,castle,valeska,11.0,Nostalgia/TP,XL+U
0,castle,valeska,blue,-900.0,fortress,wystan,11.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,red,1600.0,cove,anabel,20.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,-1600.0,stronghold,tyraxor,20.0,Nostalgia/TP,XL+U
1,inferno,calh,red,4700.0,conflux,grindan,17.0,Nostalgia/TP,XL+U
0,conflux,grindan,blue,-4700.0,inferno,calh,17.0,Nostalgia/TP,XL+U
1,inferno,calh,red,4500.0,castle,valeska,12.0,6lm10a/tp,XL+U
0,castle,valeska,blue,-4500.0,inferno,calh,12.0,6lm10a/tp,XL+U
0,fortress,alkin,red,-1800.0,fortress,bron,10.0,h3dm1/3,Mirror
1,fortress,bron,blue,1800.0,fortress,alkin,10.0,h3dm1/3,Mirror
0,castle,valeska,red,-5300.0,stronghold,tyraxor,18.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,5300.0,castle,valeska,18.0,6lm10a/tp,XL+U
1,dungeon,deemer,red,2700.0,conflux,luna,5.0,6lm10a/tp,XL+U
0,conflux,luna,blue,-2700.0,dungeon,deemer,5.0,6lm10a/tp,XL+U
1,dungeon,shakti,red,-2200.0,rampart,ivor,24.0,Nostalgia/TP,XL+U
0,rampart,ivor,blue,2200.0,dungeon,shakti,24.0,Nostalgia/TP,XL+U
0,stronghold,boragus,red,-4000.0,stronghold,shiva,10.0,mt_Firewalk,Mirror
1,stronghold,shiva,blue,4000.0,stronghold,boragus,10.0,mt_Firewalk,Mirror
0,inferno,ignatius,red,-1100.0,stronghold,tyraxor,29.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,1100.0,inferno,ignatius,29.0,6lm10a/tp,XL+U
0,tower,neela,red,1000.0,tower,astral,32.0,h3dm1/3,Mirror
1,tower,astral,blue,-1000.0,tower,neela,32.0,h3dm1/3,Mirror
0,dungeon,dace,red,5400.0,dungeon,damacon,13.0,mt_Firewalk,Mirror
1,dungeon,damacon,blue,-5400.0,dungeon,dace,13.0,mt_Firewalk,Mirror
1,dungeon,dace,red,1000.0,dungeon,damacon,11.0,h3dm1/3,Mirror
0,dungeon,damacon,blue,-1000.0,dungeon,dace,11.0,h3dm1/3,Mirror
0,cove,jeremy,red,-600.0,cove,anabel,11.0,h3dm1/3,Mirror
1,cove,anabel,blue,600.0,cove,jeremy,11.0,h3dm1/3,Mirror
1,rampart,ivor,red,4200.0,castle,valeska,9.0,6lm10a/tp,XL+U
0,castle,valeska,blue,-4200.0,rampart,ivor,9.0,6lm10a/tp,XL+U
1,necropolis,thant,red,-3700.0,conflux,luna,21.0,Nostalgia/TP,XL+U
0,conflux,luna,blue,3700.0,necropolis,thant,21.0,Nostalgia/TP,XL+U
1,inferno,calh,red,1000.0,stronghold,tyraxor,11.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,blue,-1000.0,inferno,calh,11.0,Nostalgia/TP,XL+U
1,rampart,ivor,red,-2200.0,fortress,wystan,6.0,Nostalgia/TP,XL+U
0,fortress,wystan,blue,2200.0,rampart,ivor,6.0,Nostalgia/TP,XL+U
1,dungeon,shakti,red,-1000.0,dungeon,deemer,8.0,mt_Andromeda,Mirror
0,dungeon,deemer,blue,1000.0,dungeon,shakti,8.0,mt_Andromeda,Mirror
1,cove,corkes,red,5100.0,cove,andal,11.0,mt_Firewalk,Mirror
0,cove,andal,blue,-5100.0,cove,corkes,11.0,mt_Firewalk,Mirror
1,rampart,ivor,red,500.0,fortress,wystan,16.0,Nostalgia/TP,XL+U
0,fortress,wystan,blue,-500.0,rampart,ivor,16.0,Nostalgia/TP,XL+U
0,dungeon,shakti,red,-5400.0,stronghold,tyraxor,22.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,5400.0,dungeon,shakti,22.0,6lm10a/tp,XL+U
0,conflux,erdamon,red,-1000.0,conflux,aenain,14.0,mt_MP,Mirror
1,conflux,aenain,blue,1000.0,conflux,erdamon,14.0,mt_MP,Mirror
0,necropolis,thant,red,-4500.0,cove,anabel,16.0,6lm10a/tp,XL+U
1,cove,anabel,blue,4500.0,necropolis,thant,16.0,6lm10a/tp,XL+U
1,conflux,luna,red,-3000.0,fortress,wystan,5.0,6lm10a/tp,XL+U
0,fortress,wystan,blue,3000.0,conflux,luna,5.0,6lm10a/tp,XL+U
0,cove,jeremy,red,900.0,cove,leena,13.0,h3dm1/3,Mirror
1,cove,leena,blue,-900.0,cove,jeremy,13.0,h3dm1/3,Mirror
1,dungeon,damacon,red,-700.0,dungeon,lorelei,14.0,h3dm1/3,Mirror
0,dungeon,lorelei,blue,700.0,dungeon,damacon,14.0,h3dm1/3,Mirror
0,conflux,grindan,red,-2600.0,fortress,wystan,19.0,6lm10a/tp,XL+U
1,fortress,wystan,blue,2600.0,conflux,grindan,19.0,6lm10a/tp,XL+U
0,fortress,mirlanda,red,-1200.0,fortress,tazar,19.0,mt_Andromeda,Mirror
1,fortress,tazar,blue,1200.0,fortress,mirlanda,19.0,mt_Andromeda,Mirror
0,fortress,andra,red,1300.0,fortress,mirlanda,23.0,mt_Andromeda,Mirror
1,fortress,mirlanda,blue,-1300.0,fortress,andra,23.0,mt_Andromeda,Mirror
0,tower,solmyr,red,2900.0,conflux,luna,16.0,Nostalgia/TP,XL+U
1,conflux,luna,blue,-2900.0,tower,solmyr,16.0,Nostalgia/TP,XL+U
0,dungeon,shakti,red,-3000.0,rampart,ivor,14.0,6lm10a/tp,XL+U
1,rampart,ivor,blue,3000.0,dungeon,shakti,14.0,6lm10a/tp,XL+U
0,stronghold,shiva,red,-900.0,stronghold,gretchin,20.0,mt_Andromeda,Mirror
1,stronghold,gretchin,blue,900.0,stronghold,shiva,20.0,mt_Andromeda,Mirror
0,castle,adela,red,-4500.0,castle,caitlin,12.0,mt_Firewalk,Mirror
1,castle,caitlin,blue,4500.0,castle,adela,12.0,mt_Firewalk,Mirror
0,necropolis,thant,red,-1500.0,fortress,wystan,17.0,Nostalgia/TP,XL+U
1,fortress,wystan,blue,1500.0,necropolis,thant,17.0,Nostalgia/TP,XL+U
0,tower,solmyr,red,2500.0,cove,anabel,21.0,Nostalgia/TP,XL+U
1,cove,anabel,blue,-2500.0,tower,solmyr,21.0,Nostalgia/TP,XL+U
1,conflux,ciele,red,-1400.0,conflux,brissa,11.0,mt_MP,Mirror
0,conflux,brissa,blue,1400.0,conflux,ciele,11.0,mt_MP,Mirror
0,conflux,erdamon,red,-1200.0,conflux,gelare,18.0,mt_MP,Mirror
1,conflux,gelare,blue,1200.0,conflux,erdamon,18.0,mt_MP,Mirror
1,dungeon,alamar,red,-3000.0,stronghold,tyraxor,22.0,Nostalgia/TP,XL+U
0,stronghold,tyraxor,blue,3000.0,dungeon,alamar,22.0,Nostalgia/TP,XL+U
1,dungeon,dace,red,3700.0,dungeon,damacon,15.0,mt_Firewalk,Mirror
0,dungeon,damacon,blue,-3700.0,dungeon,dace,15.0,mt_Firewalk,Mirror
0,inferno,calh,red,1200.0,tower,aine,22.0,6lm10a/tp,XL+U
1,tower,aine,blue,-1200.0,inferno,calh,22.0,6lm10a/tp,XL+U
0,castle,valeska,red,-2100.0,inferno,calh,13.0,6lm10a/tp,XL+U
1,inferno,calh,blue,2100.0,castle,valeska,13.0,6lm10a/tp,XL+U
0,conflux,aenain,red,700.0,conflux,pasis,14.0,h3dm1/3,Mirror
1,conflux,pasis,blue,-700.0,conflux,aenain,14.0,h3dm1/3,Mirror
0,dungeon,lorelei,red,-2600.0,stronghold,tyraxor,28.0,6lm10a/tp,XL+U
1,stronghold,tyraxor,blue,2600.0,dungeon,lorelei,28.0,6lm10a/tp,XL+U
0,inferno,calh,red,1800.0,castle,valeska,13.0,6lm10a/tp,XL+U
1,castle,valeska,blue,-1800.0,inferno,calh,13.0,6lm10a/tp,XL+U
1,rampart,ivor,red,-2400.0,dungeon,alamar,14.0,6lm10a/tp,XL+U
0,dungeon,alamar,blue,2400.0,rampart,ivor,14.0,6lm10a/tp,XL+U
0,rampart,coronius,red,-800.0,rampart,jenova,24.0,h3dm1/3,Mirror
1,rampart,jenova,blue,800.0,rampart,coronius,24.0,h3dm1/3,Mirror
0,rampart,ivor,red,-1200.0,fortress,wystan,23.0,Nostalgia/TP,XL+U
1,fortress,wystan,blue,1200.0,rampart,ivor,23.0,Nostalgia/TP,XL+U
1,inferno,calh,red,4500.0,necropolis,thant,26.0,Nostalgia/TP,XL+U
0,necropolis,thant,blue,-4500.0,inferno,calh,26.0,Nostalgia/TP,XL+U
0,dungeon,shakti,red,-2700.0,stronghold,tyraxor,21.0,Nostalgia/TP,XL+U
1,stronghold,tyraxor,blue,2700.0,dungeon,shakti,21.0,Nostalgia/TP,XL+U
